index	EXP_ID	GROUP_ID	INDIVIDUAL_ID	COMPOUND_NAME	SINGLE_REPEAT_TYPE	SACRIFICE_PERIOD	DOSE	DOSE_UNIT	DOSE_LEVEL	ALP(IU/L)	TC(mg/dL)	TG(mg/dL)	PL(mg/dL)	TBIL(mg/dL)	DBIL(mg/dL)	GLC(mg/dL)	BUN(mg/dL)	CRE(mg/dL)	Na(meq/L)	K(meq/L)	Cl(meq/L)	Ca(mg/dL)	IP(mg/dL)	TP(g/dL)	RALB(g/dL)	A/G	AST(IU/L)	ALT(IU/L)	LDH(IU/L)	GTP(IU/L)
17806	553	16	1	benziodarone	Repeat	29 day	300	mg/kg	High	784.0	72.0	27.0	122.0	0.15	0.03	192.0	25.0	0.8	141.0	4.2	106.0	10.6	6.1	6.4	4.0	1.7	61.0	31.0	92.0	2.0
17811	554	1	1	etoposide	Single	3 hr	0	mg/kg	Control	955.0	75.0	37.0	128.0	0.34	0.0	214.0	11.0	0.5	142.0	4.9	105.0	10.1	8.3	5.2	3.4	1.9	70.0	33.0	137.0	1.0
17816	554	2	1	etoposide	Single	6 hr	0	mg/kg	Control	1111.0	77.0	60.0	134.0	0.31	0.0	196.0	9.0	0.5	142.0	4.9	105.0	10.3	10.8	5.3	3.3	1.7	70.0	36.0	89.0	1.0
17821	554	3	1	etoposide	Single	9 hr	0	mg/kg	Control	643.0	62.0	24.0	107.0	0.32	0.0	169.0	15.0	0.6	145.0	5.0	110.0	10.5	10.2	5.3	3.6	2.1	69.0	28.0	66.0	0.0
17826	554	4	1	etoposide	Single	24 hr	0	mg/kg	Control	1097.0	70.0	56.0	135.0	0.32	0.0	188.0	21.0	0.6	141.0	5.2	106.0	10.8	7.2	5.5	3.4	1.6	77.0	42.0	93.0	2.0
17831	554	5	1	etoposide	Single	3 hr	10	mg/kg	Low	940.0	66.0	31.0	119.0	0.23	0.0	193.0	14.0	0.5	142.0	4.7	105.0	10.7	8.5	5.5	3.6	1.9	73.0	36.0	127.0	3.0
17836	554	6	1	etoposide	Single	6 hr	10	mg/kg	Low	940.0	62.0	40.0	126.0	0.39	0.06	208.0	10.0	0.7	142.0	4.7	104.0	10.4	9.0	5.2	3.4	1.9	67.0	38.0	82.0	0.0
17841	554	7	1	etoposide	Single	9 hr	10	mg/kg	Low	799.0	81.0	66.0	143.0	0.33	0.02	207.0	13.0	0.6	145.0	4.6	105.0	10.6	9.9	5.5	3.4	1.6	64.0	35.0	65.0	1.0
17846	554	8	1	etoposide	Single	24 hr	10	mg/kg	Low	1440.0	91.0	70.0	159.0	0.34	0.03	202.0	16.0	0.5	142.0	4.4	105.0	10.8	7.8	5.7	3.7	1.9	73.0	37.0	119.0	0.0
17851	554	9	1	etoposide	Single	3 hr	100	mg/kg	Middle	816.0	65.0	34.0	118.0	0.32	0.01	170.0	17.0	0.5	143.0	4.5	105.0	10.1	9.5	5.2	3.2	1.6	76.0	39.0	87.0	1.0
17856	554	10	1	etoposide	Single	6 hr	100	mg/kg	Middle	1158.0	78.0	49.0	137.0	0.36	0.03	204.0	12.0	0.6	141.0	4.6	104.0	10.6	10.3	5.3	3.3	1.7	59.0	34.0	70.0	1.0
17861	554	11	1	etoposide	Single	9 hr	100	mg/kg	Middle	1029.0	72.0	23.0	116.0	0.29	0.07	191.0	11.0	0.5	143.0	4.6	107.0	10.6	10.1	5.5	3.5	1.8	59.0	32.0	116.0	2.0
17866	554	12	1	etoposide	Single	24 hr	100	mg/kg	Middle	1147.0	71.0	76.0	135.0	0.4	0.06	209.0	16.0	0.5	140.0	4.8	104.0	11.1	8.9	5.5	3.6	1.9	67.0	34.0	83.0	1.0
17871	554	13	1	etoposide	Single	3 hr	1000	mg/kg	High	891.0	68.0	54.0	126.0	0.25	0.03	188.0	13.0	0.4	141.0	4.7	104.0	10.8	9.4	5.4	3.4	1.7	71.0	41.0	87.0	2.0
17876	554	14	1	etoposide	Single	6 hr	1000	mg/kg	High	674.0	88.0	32.0	144.0	0.34	0.0	184.0	12.0	0.6	140.0	4.9	105.0	10.6	10.1	5.2	3.4	1.9	60.0	29.0	88.0	1.0
17881	554	15	1	etoposide	Single	9 hr	1000	mg/kg	High	704.0	68.0	28.0	124.0	0.35	0.03	202.0	15.0	0.4	142.0	4.7	104.0	10.8	10.3	5.6	3.8	2.1	62.0	25.0	80.0	2.0
17886	554	16	1	etoposide	Single	24 hr	1000	mg/kg	High	1162.0	97.0	85.0	154.0	0.29	0.03	188.0	19.0	0.6	139.0	5.3	104.0	10.8	8.3	5.7	3.6	1.7	71.0	34.0	87.0	1.0
17891	555	1	1	etoposide	Repeat	4 day	0	mg/kg	Control	964.0	64.0	152.0	131.0	0.3	0.0	220.0	19.0	0.6	140.0	4.6	103.0	10.6	7.1	5.6	3.6	1.8	68.0	39.0	117.0	1.0
17896	555	2	1	etoposide	Repeat	8 day	0	mg/kg	Control	793.0	103.0	159.0	190.0	0.29	0.0	230.0	23.0	0.5	138.0	5.2	103.0	10.0	7.4	5.9	3.6	1.6	60.0	34.0	108.0	2.0
17901	555	3	1	etoposide	Repeat	15 day	0	mg/kg	Control	984.0	71.0	181.0	159.0	0.34	0.02	231.0	19.0	0.6	141.0	4.7	105.0	10.2	7.1	6.1	3.8	1.7	65.0	33.0	100.0	1.0
17906	555	4	1	etoposide	Repeat	29 day	0	mg/kg	Control	624.0	83.0	134.0	161.0	0.3	0.01	211.0	21.0	0.7	142.0	4.6	106.0	10.4	6.3	6.1	3.6	1.4	68.0	30.0	112.0	2.0
17911	555	5	1	etoposide	Repeat	4 day	3	mg/kg	Low	1121.0	92.0	126.0	168.0	0.26	0.0	196.0	20.0	0.5	141.0	4.5	102.0	11.0	8.2	5.7	3.7	1.9	74.0	37.0	109.0	3.0
17916	555	6	1	etoposide	Repeat	8 day	3	mg/kg	Low	882.0	69.0	132.0	150.0	0.36	0.03	230.0	19.0	0.5	141.0	4.5	105.0	10.2	6.2	5.7	3.7	1.9	64.0	32.0	93.0	1.0
17921	555	7	1	etoposide	Repeat	15 day	3	mg/kg	Low	1165.0	72.0	123.0	140.0	0.34	0.02	200.0	21.0	0.6	141.0	4.8	107.0	10.1	5.5	5.8	3.6	1.6	65.0	29.0	88.0	1.0
17926	555	8	1	etoposide	Repeat	29 day	3	mg/kg	Low	963.0	77.0	143.0	142.0	0.3	0.0	193.0	21.0	0.6	142.0	4.3	107.0	10.3	5.7	6.1	3.8	1.7	71.0	34.0	153.0	2.0
17931	555	9	1	etoposide	Repeat	4 day	10	mg/kg	Middle	1257.0	94.0	117.0	166.0	0.34	0.0	193.0	22.0	0.5	140.0	4.4	102.0	11.4	6.8	5.6	3.5	1.7	76.0	34.0	157.0	1.0
17936	555	10	1	etoposide	Repeat	8 day	10	mg/kg	Middle	845.0	78.0	54.0	140.0	0.35	0.07	193.0	23.0	0.6	141.0	4.4	105.0	10.8	7.4	5.7	3.5	1.6	67.0	27.0	90.0	2.0
17941	555	11	1	etoposide	Repeat	15 day	10	mg/kg	Middle	1050.0	76.0	118.0	148.0	0.35	0.0	193.0	21.0	0.5	142.0	4.5	106.0	9.8	6.5	5.8	3.7	1.8	64.0	27.0	71.0	1.0
17946	555	12	1	etoposide	Repeat	29 day	10	mg/kg	Middle	1027.0	64.0	222.0	142.0	0.34	0.01	190.0	20.0	0.5	142.0	4.2	106.0	10.0	5.5	6.0	3.5	1.4	66.0	31.0	137.0	2.0
17951	555	13	1	etoposide	Repeat	4 day	30	mg/kg	High	783.0	90.0	140.0	170.0	0.25	0.0	185.0	26.0	0.5	139.0	5.5	106.0	10.6	6.4	5.6	3.7	2.0	55.0	21.0	101.0	1.0
17956	555	14	1	etoposide	Repeat	8 day	30	mg/kg	High	781.0	76.0	133.0	152.0	0.33	0.05	177.0	19.0	0.5	140.0	4.8	105.0	10.5	6.3	5.8	3.5	1.5	63.0	27.0	109.0	1.0
17961	555	15	1	etoposide	Repeat	15 day	30	mg/kg	High	806.0	95.0	74.0	174.0	0.35	0.03	207.0	23.0	0.6	141.0	4.9	106.0	10.3	5.7	5.7	3.5	1.6	69.0	30.0	69.0	1.0
17966	555	16	1	etoposide	Repeat	29 day	30	mg/kg	High	673.0	69.0	168.0	147.0	0.29	0.05	217.0	22.0	0.6	142.0	4.4	106.0	10.0	5.1	6.0	3.4	1.3	70.0	28.0	137.0	2.0
17971	568	1	1	acetamidofluorene	Single	3 hr	0	mg/kg	Control	882.0	96.0	32.0	155.0	0.12	0.06	201.0	13.0	0.4	140.0	4.0	101.0	10.5	9.6	5.4	3.4	1.7	82.0	39.0	144.0	0.0
17976	568	2	1	acetamidofluorene	Single	6 hr	0	mg/kg	Control	988.0	64.0	76.0	125.0	0.15	0.08	217.0	10.0	0.4	141.0	4.4	102.0	10.2	8.9	5.5	3.5	1.8	73.0	33.0	180.0	1.0
17981	568	3	1	acetamidofluorene	Single	9 hr	0	mg/kg	Control	770.0	57.0	45.0	113.0	0.12	0.06	217.0	10.0	0.4	140.0	3.7	102.0	10.2	8.8	5.5	3.4	1.6	70.0	28.0	236.0	1.0
17986	568	4	1	acetamidofluorene	Single	24 hr	0	mg/kg	Control	1190.0	71.0	122.0	148.0	0.17	0.1	247.0	16.0	0.4	139.0	3.9	101.0	10.7	7.5	5.5	3.6	1.9	67.0	40.0	201.0	1.0
17991	568	5	1	acetamidofluorene	Single	3 hr	100	mg/kg	Low	985.0	92.0	70.0	158.0	0.13	0.07	209.0	13.0	0.4	141.0	4.0	102.0	10.9	9.9	5.7	3.5	1.6	71.0	41.0	161.0	1.0
17996	568	6	1	acetamidofluorene	Single	6 hr	100	mg/kg	Low	991.0	68.0	25.0	111.0	0.13	0.07	196.0	9.0	0.4	141.0	3.9	101.0	10.1	9.5	5.5	3.6	1.9	73.0	33.0	165.0	1.0
18001	568	7	1	acetamidofluorene	Single	9 hr	100	mg/kg	Low	665.0	70.0	64.0	124.0	0.12	0.06	194.0	10.0	0.4	140.0	3.9	103.0	10.3	8.8	5.5	3.4	1.6	62.0	31.0	193.0	1.0
18006	568	8	1	acetamidofluorene	Single	24 hr	100	mg/kg	Low	1039.0	32.0	52.0	76.0	0.19	0.1	183.0	20.0	0.4	140.0	4.6	106.0	10.1	7.3	5.1	3.3	1.8	82.0	39.0	214.0	2.0
18011	568	9	1	acetamidofluorene	Single	3 hr	300	mg/kg	Middle	1014.0	77.0	60.0	132.0	0.13	0.06	200.0	13.0	0.4	141.0	4.5	104.0	10.6	10.3	5.6	3.4	1.5	78.0	36.0	213.0	2.0
18016	568	10	1	acetamidofluorene	Single	6 hr	300	mg/kg	Middle	786.0	88.0	24.0	146.0	0.12	0.07	237.0	13.0	0.5	140.0	3.7	101.0	10.7	8.0	5.5	3.4	1.6	65.0	27.0	208.0	1.0
18021	568	11	1	acetamidofluorene	Single	9 hr	300	mg/kg	Middle	912.0	74.0	62.0	132.0	0.14	0.06	203.0	11.0	0.4	141.0	3.8	102.0	10.6	9.7	5.7	3.5	1.6	72.0	35.0	176.0	1.0
18026	568	12	1	acetamidofluorene	Single	24 hr	300	mg/kg	Middle	1204.0	44.0	44.0	95.0	0.15	0.09	184.0	16.0	0.4	140.0	4.4	105.0	10.2	8.6	4.9	3.1	1.7	97.0	46.0	233.0	1.0
18031	568	13	1	acetamidofluorene	Single	3 hr	1000	mg/kg	High	940.0	99.0	100.0	184.0	0.16	0.09	212.0	15.0	0.5	140.0	4.1	101.0	11.0	10.3	5.9	3.6	1.6	82.0	40.0	164.0	1.0
18036	568	14	1	acetamidofluorene	Single	6 hr	1000	mg/kg	High	862.0	75.0	45.0	127.0	0.14	0.08	264.0	14.0	0.5	138.0	4.1	100.0	10.9	9.2	5.6	3.5	1.7	70.0	40.0	218.0	1.0
18041	568	15	1	acetamidofluorene	Single	9 hr	1000	mg/kg	High	602.0	98.0	18.0	162.0	0.16	0.08	232.0	16.0	0.4	141.0	4.0	104.0	11.2	9.1	6.2	3.8	1.6	68.0	38.0	207.0	1.0
18046	568	16	1	acetamidofluorene	Single	24 hr	1000	mg/kg	High	470.0	61.0	36.0	119.0	0.16	0.08	184.0	10.0	0.5	140.0	4.4	106.0	10.0	8.3	5.0	3.2	1.8	67.0	30.0	193.0	1.0
18051	569	1	1	acetamidofluorene	Repeat	4 day	0	mg/kg	Control	802.0	91.0	66.0	174.0	0.14	0.08	218.0	16.0	0.5	140.0	4.4	101.0	10.8	7.5	5.9	3.6	1.6	70.0	30.0	228.0	1.0
18056	569	2	1	acetamidofluorene	Repeat	8 day	0	mg/kg	Control	978.0	53.0	133.0	123.0	0.18	0.11	222.0	14.0	0.4	140.0	4.5	103.0	10.8	7.5	5.7	3.2	1.3	57.0	35.0	168.0	2.0
18061	569	3	1	acetamidofluorene	Repeat	15 day	0	mg/kg	Control	1267.0	57.0	245.0	139.0	0.22	0.16	203.0	16.0	0.5	141.0	4.0	102.0	10.6	6.8	5.7	3.4	1.5	64.0	33.0	158.0	1.0
18066	569	4	1	acetamidofluorene	Repeat	29 day	0	mg/kg	Control	590.0	72.0	126.0	153.0	0.15	0.1	351.0	21.0	0.5	139.0	4.0	100.0	10.1	7.5	5.5	3.1	1.3	57.0	30.0	154.0	1.0
18071	569	5	1	acetamidofluorene	Repeat	4 day	30	mg/kg	Low	896.0	46.0	105.0	99.0	0.17	0.11	203.0	14.0	0.5	140.0	3.8	102.0	9.9	7.4	4.8	2.8	1.4	78.0	26.0	280.0	1.0
18076	569	6	1	acetamidofluorene	Repeat	8 day	30	mg/kg	Low	980.0	61.0	272.0	159.0	0.19	0.13	193.0	15.0	0.5	140.0	4.0	104.0	10.5	5.8	4.8	2.7	1.3	86.0	33.0	299.0	2.0
18081	569	7	1	acetamidofluorene	Repeat	15 day	30	mg/kg	Low	1108.0	33.0	11.0	83.0	0.54	0.45	175.0	14.0	0.5	141.0	4.0	106.0	9.1	7.4	3.6	2.0	1.3	146.0	55.0	480.0	1.0
18086	569	8	1	acetamidofluorene	Repeat	29 day	30	mg/kg	Low	852.0	51.0	21.0	88.0	4.13	3.1	90.0	24.0	0.4	140.0	5.2	104.0	7.7	6.3	2.4	1.0	0.7	234.0	88.0	302.0	47.0
18091	569	9	1	acetamidofluorene	Repeat	4 day	100	mg/kg	Middle	563.0	51.0	71.0	102.0	0.15	0.1	192.0	14.0	0.4	141.0	3.8	103.0	10.3	7.7	5.1	2.9	1.3	75.0	26.0	252.0	2.0
18096	569	10	1	acetamidofluorene	Repeat	8 day	100	mg/kg	Middle	594.0	26.0	38.0	68.0	0.18	0.1	170.0	12.0	0.5	141.0	4.0	107.0	9.4	5.7	4.1	2.5	1.6	84.0	32.0	160.0	1.0
18101	569	11	1	acetamidofluorene	Repeat	15 day	100	mg/kg	Middle	898.0	43.0	90.0	115.0	0.25	0.17	170.0	14.0	0.4	140.0	3.9	102.0	10.0	7.7	4.7	2.6	1.2	74.0	35.0	133.0	2.0
18106	569	12	1	acetamidofluorene	Repeat	29 day	100	mg/kg	Middle	1084.0	46.0	23.0	90.0	4.31	3.35	109.0	13.0	0.4	143.0	3.6	108.0	7.8	6.1	3.1	1.4	0.8	221.0	66.0	412.0	17.0
18111	569	13	1	acetamidofluorene	Repeat	4 day	300	mg/kg	High	687.0	50.0	89.0	104.0	0.21	0.13	207.0	10.0	0.5	144.0	3.6	106.0	9.8	6.4	4.9	3.0	1.6	67.0	23.0	273.0	1.0
18116	569	14	1	acetamidofluorene	Repeat	8 day	300	mg/kg	High	552.0	55.0	176.0	126.0	0.27	0.18	160.0	13.0	0.4	140.0	3.9	105.0	10.5	5.8	4.8	2.8	1.4	77.0	28.0	163.0	1.0
18121	569	15	1	acetamidofluorene	Repeat	15 day	300	mg/kg	High	539.0	55.0	107.0	131.0	0.27	0.14	152.0	11.0	0.5	142.0	3.8	105.0	10.2	8.4	4.7	2.6	1.2	69.0	39.0	115.0	1.0
18126	569	16	1	acetamidofluorene	Repeat	29 day	300	mg/kg	High	1001.0	59.0	170.0	151.0	0.46	0.33	142.0	17.0	0.5	140.0	3.8	104.0	10.3	6.0	5.1	2.7	1.1	78.0	44.0	224.0	8.0
18131	570	1	1	nitrosodiethylamine	Single	3 hr	0	mg/kg	Control	1204.0	78.0	26.0	128.0	0.12	0.06	184.0	12.0	0.4	141.0	3.8	103.0	10.5	8.8	5.3	3.2	1.5	72.0	37.0	125.0	1.0
18136	570	2	1	nitrosodiethylamine	Single	6 hr	0	mg/kg	Control	961.0	83.0	81.0	154.0	0.15	0.09	203.0	16.0	0.4	140.0	3.3	102.0	10.3	7.0	5.4	3.4	1.7	85.0	37.0	245.0	1.0
18141	570	3	1	nitrosodiethylamine	Single	9 hr	0	mg/kg	Control	784.0	82.0	59.0	143.0	0.15	0.09	207.0	13.0	0.4	143.0	3.7	105.0	10.4	8.9	5.4	3.4	1.7	72.0	34.0	139.0	1.0
18146	570	4	1	nitrosodiethylamine	Single	24 hr	0	mg/kg	Control	892.0	86.0	53.0	145.0	0.14	0.08	217.0	16.0	0.4	141.0	4.2	104.0	10.5	9.2	5.4	3.4	1.7	66.0	34.0	244.0	1.0
18151	570	5	1	nitrosodiethylamine	Single	3 hr	10	mg/kg	Low	894.0	89.0	45.0	140.0	0.11	0.06	216.0	10.0	0.4	141.0	3.2	104.0	10.0	9.2	5.4	3.6	2.0	74.0	44.0	141.0	1.0
18156	570	6	1	nitrosodiethylamine	Single	6 hr	10	mg/kg	Low	842.0	78.0	65.0	139.0	0.13	0.07	222.0	15.0	0.4	142.0	3.4	104.0	10.2	7.3	5.6	3.3	1.4	63.0	38.0	212.0	1.0
18161	570	7	1	nitrosodiethylamine	Single	9 hr	10	mg/kg	Low	1233.0	70.0	175.0	148.0	0.17	0.13	205.0	14.0	0.4	140.0	4.3	103.0	10.9	7.9	5.8	3.4	1.4	58.0	36.0	131.0	1.0
18166	570	8	1	nitrosodiethylamine	Single	24 hr	10	mg/kg	Low	895.0	64.0	126.0	142.0	0.17	0.11	209.0	18.0	0.4	141.0	4.5	105.0	10.9	9.1	5.4	3.2	1.5	70.0	35.0	174.0	2.0
18171	570	9	1	nitrosodiethylamine	Single	3 hr	30	mg/kg	Middle	894.0	72.0	52.0	123.0	0.11	0.06	199.0	13.0	0.4	140.0	3.5	101.0	10.2	8.5	5.4	3.3	1.6	62.0	30.0	130.0	1.0
18176	570	10	1	nitrosodiethylamine	Single	6 hr	30	mg/kg	Middle	818.0	71.0	43.0	122.0	0.13	0.07	186.0	15.0	0.4	142.0	3.7	106.0	10.3	7.3	5.6	3.6	1.8	80.0	44.0	207.0	1.0
18181	570	11	1	nitrosodiethylamine	Single	9 hr	30	mg/kg	Middle	846.0	84.0	47.0	133.0	0.14	0.09	170.0	15.0	0.4	142.0	3.9	104.0	10.5	8.5	5.5	3.4	1.6	82.0	46.0	217.0	1.0
18186	570	12	1	nitrosodiethylamine	Single	24 hr	30	mg/kg	Middle	938.0	83.0	82.0	150.0	0.19	0.12	201.0	15.0	0.4	140.0	4.1	104.0	10.9	8.3	5.4	3.4	1.7	72.0	32.0	164.0	1.0
18191	570	13	1	nitrosodiethylamine	Single	3 hr	100	mg/kg	High	777.0	95.0	31.0	140.0	0.1	0.05	180.0	12.0	0.3	140.0	3.6	101.0	10.3	8.7	5.4	3.3	1.6	63.0	34.0	107.0	1.0
18196	570	14	1	nitrosodiethylamine	Single	6 hr	100	mg/kg	High	627.0	69.0	16.0	107.0	0.12	0.07	200.0	14.0	0.4	140.0	3.5	102.0	10.3	8.0	5.6	3.5	1.7	74.0	38.0	236.0	1.0
18201	570	15	1	nitrosodiethylamine	Single	9 hr	100	mg/kg	High	653.0	72.0	25.0	106.0	0.13	0.07	184.0	16.0	0.4	140.0	3.7	102.0	10.3	7.7	5.4	3.2	1.5	87.0	30.0	300.0	2.0
18206	570	16	1	nitrosodiethylamine	Single	24 hr	100	mg/kg	High	860.0	73.0	41.0	133.0	0.18	0.13	169.0	16.0	0.4	139.0	4.2	103.0	10.8	8.0	5.2	3.4	1.9	115.0	60.0	215.0	2.0
18211	571	1	1	nitrosodiethylamine	Repeat	4 day	0	mg/kg	Control	957.0	101.0	74.0	189.0	0.13	0.08	217.0	18.0	0.4	140.0	4.4	102.0	10.6	8.3	5.4	3.3	1.6	66.0	35.0	222.0	1.0
18216	571	2	1	nitrosodiethylamine	Repeat	8 day	0	mg/kg	Control	734.0	92.0	127.0	170.0	0.21	0.14	202.0	19.0	0.5	141.0	4.0	102.0	10.6	9.6	5.5	3.4	1.6	68.0	32.0	242.0	1.0
18221	571	3	1	nitrosodiethylamine	Repeat	15 day	0	mg/kg	Control	627.0	66.0	83.0	127.0	0.15	0.1	226.0	19.0	0.5	141.0	4.4	102.0	10.4	7.5	5.7	3.4	1.5	60.0	24.0	230.0	1.0
18226	571	4	1	nitrosodiethylamine	Repeat	29 day	0	mg/kg	Control	635.0	66.0	115.0	128.0	0.16	0.1	209.0	17.0	0.5	141.0	3.6	103.0	10.2	7.5	6.0	3.6	1.5	55.0	24.0	174.0	1.0
18231	571	5	1	nitrosodiethylamine	Repeat	4 day	3	mg/kg	Low	889.0	79.0	85.0	144.0	0.16	0.11	221.0	16.0	0.4	140.0	3.7	102.0	10.5	7.2	5.5	3.3	1.5	66.0	38.0	198.0	1.0
18236	571	6	1	nitrosodiethylamine	Repeat	8 day	3	mg/kg	Low	1129.0	72.0	155.0	132.0	0.2	0.15	197.0	16.0	0.5	140.0	4.6	104.0	10.3	8.4	5.2	3.1	1.5	66.0	31.0	194.0	1.0
18241	571	7	1	nitrosodiethylamine	Repeat	15 day	3	mg/kg	Low	630.0	78.0	126.0	144.0	0.17	0.11	209.0	14.0	0.4	139.0	3.9	100.0	10.5	7.5	5.5	3.3	1.5	64.0	38.0	166.0	1.0
18246	571	8	1	nitrosodiethylamine	Repeat	29 day	3	mg/kg	Low	693.0	60.0	119.0	128.0	0.16	0.1	203.0	16.0	0.5	141.0	4.0	103.0	10.2	6.9	6.0	3.2	1.1	60.0	40.0	165.0	1.0
18251	571	9	1	nitrosodiethylamine	Repeat	4 day	10	mg/kg	Middle	800.0	72.0	91.0	127.0	0.17	0.11	189.0	14.0	0.4	139.0	4.4	101.0	10.5	7.2	5.6	3.3	1.4	67.0	34.0	185.0	1.0
18256	571	10	1	nitrosodiethylamine	Repeat	8 day	10	mg/kg	Middle	700.0	66.0	69.0	129.0	0.16	0.09	198.0	14.0	0.4	139.0	4.0	101.0	10.4	8.7	5.4	3.3	1.6	72.0	30.0	208.0	1.0
18261	571	11	1	nitrosodiethylamine	Repeat	15 day	10	mg/kg	Middle	1279.0	77.0	78.0	153.0	0.26	0.19	194.0	20.0	0.5	137.0	4.2	99.0	10.3	6.3	5.5	3.4	1.6	97.0	60.0	278.0	3.0
18266	571	12	1	nitrosodiethylamine	Repeat	29 day	10	mg/kg	Middle	1226.0	67.0	92.0	141.0	0.24	0.16	168.0	16.0	0.5	141.0	4.0	103.0	9.7	5.9	5.0	3.2	1.8	137.0	88.0	316.0	4.0
18271	571	13	1	nitrosodiethylamine	Repeat	4 day	30	mg/kg	High	862.0	92.0	43.0	119.0	0.24	0.16	150.0	9.0	0.4	141.0	3.9	104.0	9.7	7.7	5.0	3.2	1.8	346.0	58.0	341.0	1.0
18276	571	14	1	nitrosodiethylamine	Repeat	8 day	30	mg/kg	High	1460.0	89.0	42.0	157.0	0.39	0.27	174.0	15.0	0.4	141.0	4.0	105.0	9.9	6.2	4.5	2.8	1.6	146.0	90.0	376.0	3.0
18281	571	15	5	nitrosodiethylamine	Repeat	15 day	30	mg/kg	High	1357.0	231.0	88.0	245.0	5.08	4.17	61.0	47.0	0.7	130.0	4.5	90.0	9.4	9.2	3.0	2.2	2.8	748.0	206.0	983.0	16.0
18282	573	1	1	ticlopidine	Repeat	4 day	0	mg/kg	Control	968.0	68.0	109.0	149.0	0.11	0.06	214.0	24.0	0.4	139.0	4.9	101.0	10.4	8.8	5.3	3.3	1.6	65.0	40.0	130.0	2.0
18287	573	2	1	ticlopidine	Repeat	8 day	0	mg/kg	Control	945.0	77.0	100.0	160.0	0.1	0.06	218.0	16.0	0.4	142.0	3.7	103.0	10.9	7.1	5.7	3.3	1.4	70.0	39.0	128.0	2.0
18292	573	3	1	ticlopidine	Repeat	15 day	0	mg/kg	Control	755.0	71.0	96.0	143.0	0.1	0.06	236.0	20.0	0.5	141.0	4.9	102.0	10.4	7.6	5.6	3.2	1.3	74.0	35.0	151.0	1.0
18297	573	4	1	ticlopidine	Repeat	29 day	0	mg/kg	Control	921.0	63.0	121.0	127.0	0.11	0.07	232.0	19.0	0.6	140.0	4.2	103.0	10.5	6.8	6.0	3.5	1.4	55.0	30.0	144.0	1.0
18302	573	5	1	ticlopidine	Repeat	4 day	30	mg/kg	Low	1250.0	95.0	99.0	192.0	0.11	0.07	262.0	16.0	0.4	142.0	4.1	102.0	11.4	8.2	6.0	3.6	1.5	62.0	37.0	157.0	1.0
18307	573	6	1	ticlopidine	Repeat	8 day	30	mg/kg	Low	795.0	80.0	77.0	159.0	0.11	0.07	218.0	18.0	0.4	141.0	4.1	102.0	10.5	7.5	5.5	3.3	1.5	66.0	43.0	131.0	1.0
18312	573	7	1	ticlopidine	Repeat	15 day	30	mg/kg	Low	792.0	79.0	174.0	175.0	0.11	0.06	264.0	18.0	0.5	142.0	4.2	103.0	10.6	7.6	5.8	3.4	1.4	59.0	32.0	132.0	2.0
18317	573	8	1	ticlopidine	Repeat	29 day	30	mg/kg	Low	684.0	75.0	66.0	147.0	0.11	0.06	221.0	17.0	0.5	141.0	4.4	103.0	10.0	7.3	5.7	3.2	1.3	62.0	40.0	122.0	1.0
18322	573	9	1	ticlopidine	Repeat	4 day	100	mg/kg	Middle	1030.0	76.0	67.0	137.0	0.11	0.07	197.0	16.0	0.4	142.0	4.2	103.0	10.7	8.0	5.6	3.3	1.4	63.0	37.0	117.0	1.0
18327	573	10	1	ticlopidine	Repeat	8 day	100	mg/kg	Middle	1148.0	73.0	56.0	140.0	0.11	0.06	201.0	15.0	0.4	143.0	3.8	104.0	10.7	7.0	5.8	3.6	1.6	66.0	39.0	101.0	1.0
18332	573	11	1	ticlopidine	Repeat	15 day	100	mg/kg	Middle	666.0	69.0	91.0	145.0	0.1	0.06	197.0	14.0	0.4	142.0	3.6	104.0	10.1	6.8	5.2	3.3	1.7	61.0	32.0	90.0	1.0
18337	573	12	1	ticlopidine	Repeat	29 day	100	mg/kg	Middle	702.0	63.0	63.0	131.0	0.11	0.07	220.0	20.0	0.6	142.0	3.7	104.0	10.8	7.4	6.1	3.7	1.5	56.0	34.0	134.0	1.0
18342	573	13	1	ticlopidine	Repeat	4 day	300	mg/kg	High	1352.0	95.0	53.0	175.0	0.13	0.09	181.0	15.0	0.5	143.0	3.5	106.0	10.4	6.3	5.6	3.5	1.7	65.0	45.0	118.0	2.0
18347	573	14	1	ticlopidine	Repeat	8 day	300	mg/kg	High	819.0	110.0	90.0	200.0	0.13	0.09	178.0	15.0	0.4	141.0	4.0	103.0	10.6	7.1	5.9	3.5	1.5	69.0	43.0	154.0	1.0
18352	573	15	1	ticlopidine	Repeat	15 day	300	mg/kg	High	494.0	101.0	75.0	178.0	0.12	0.08	232.0	15.0	0.4	143.0	3.2	104.0	11.0	7.9	6.2	3.5	1.3	56.0	35.0	114.0	2.0
18357	573	16	1	ticlopidine	Repeat	29 day	300	mg/kg	High	415.0	78.0	42.0	135.0	0.12	0.07	187.0	17.0	0.5	142.0	3.9	104.0	10.8	8.0	6.5	3.3	1.0	84.0	54.0	333.0	1.0
18362	574	1	1	cisplatin	Single	3 hr	0	mg/kg	Control	1439.0	73.0	30.0	119.0	0.03	0.0	178.0	11.0	0.2	142.0	3.8	106.0	10.5	8.4	5.3	3.0	1.3	85.0	45.0	180.0	2.0
